mode,target_rate,mean_delta,median_delta,ci_lower,ci_upper,fraction_delta_positive,dataset,family,task,metric_name,sota_model,baseline_model
conflict_curve,0.75,3.642726150524964,3.6427261505249646,3.6427261505249646,3.6427261505249646,1.0,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,observed,0.2265075199828054,0.0760089472473879,-16.01217033537869,20.41450631418492,0.517,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.0,1.1150992313967525,1.074261941347145,-1.6061010155625142,3.7609590397522634,0.794,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.05,1.0014014005066836,1.0402537834773868,-1.7498999333604734,3.7896699635861,0.754,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.1,1.1099210783603215,1.1265482211185347,-1.747369842326032,3.8363266394377527,0.782,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.25,0.8821368842463257,0.9132766977267536,-2.081620835076285,3.583665602999266,0.734,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.5,0.8600244304812873,0.8225140498429626,-1.8261504788970555,3.4572039244261124,0.745,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.75,0.5318870292228011,0.5181588479992985,-2.060301542569558,3.150841527832705,0.648,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,observed,1.075876856375097,1.1320078140947114,-1.8416324019353365,3.6868735357194735,0.774,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
observed_composition,observed,0.9280147519678578,0.928014751967858,0.928014751967858,0.928014751967858,1.0,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.0,0.8849305903437453,0.8155558122499533,-7.499638980370463,9.249370355393909,0.664,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.05,1.0463017070820386,0.7850059150227695,-6.8968541363269935,13.291873962483152,0.652,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.1,0.7952334816093392,0.727696547562414,-7.499638980370463,9.249370355393909,0.6345,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.25,0.8224087145414358,0.7712198097728447,-7.499638980370463,10.497619354498028,0.6445,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.5,0.799073885921826,0.7034871813105541,-7.555667977063962,13.291873962483152,0.6465,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.75,0.8869043938997755,0.7109400555550671,-7.5010397052878,13.291873962483152,0.647,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,observed,1.0139699218897054,0.8452751140242434,-7.499638980370463,13.291873962483152,0.664,tdc/PPBR_AZ,tdc,regression,rmse,lgbm_advanced,ecfp_rf
clean_reference,0.0,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.0,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.05,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.1,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.25,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.5,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,0.75,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
leakage_curve,observed,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
observed_composition,observed,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.0,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.05,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.1,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.25,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.5,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,0.75,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
random_matched_control,observed,0.0,0.0,0.0,0.0,0.0,tdc/Pgp_Broccatelli,tdc,classification,auroc,ecfp_rf,ecfp_rf
clean_reference,0.0,0.041056639007408,0.041056639007408,0.041056639007408,0.041056639007408,1.0,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.0,0.0408438957299626,0.0402197253022115,-0.0550727083820035,0.1372375009914956,0.79,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.05,0.0575954725896566,0.055745061718412,-0.0465037130401931,0.1813808745466796,0.846,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.1,0.0703639750172687,0.0679022738548355,-0.0405465457879623,0.1904570760725442,0.898,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.25,0.1175088288523001,0.1163508911906998,0.0022474684754095,0.228295250659456,0.976,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.5,0.1812009592127038,0.1831546925780517,0.0740653719147159,0.2747375007105502,1.0,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,0.75,0.2287078035209935,0.2285844227041198,0.1877819309253665,0.2682915814254193,1.0,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
conflict_curve,observed,0.0600734522693749,0.0596635029746044,-0.0478844304775222,0.1755631622284322,0.857,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.0,0.0409364848180754,0.0409950305129791,-0.0093299550698451,0.0881551790256616,0.946,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.05,0.0385762526193669,0.0388237492154057,-0.0127587357584107,0.0891503446274129,0.931,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.1,0.0348442144592904,0.0354577575777418,-0.0192741112011757,0.0861116615976494,0.899,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.25,0.0284351353607264,0.0285616748312368,-0.0225155518868342,0.0839685817598078,0.859,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.5,0.0132325371724451,0.0138342190962817,-0.0436947025347911,0.0673478996805009,0.688,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,0.75,-0.0037587397155148,-0.0043622483844436,-0.0444002759703289,0.0351444763374467,0.428,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
leakage_curve,observed,0.0345084940910597,0.0345170441794768,-0.0210173923472532,0.0896977386416477,0.892,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
observed_composition,observed,0.0804157547070645,0.0804157547070645,0.0804157547070645,0.0804157547070645,1.0,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.0,0.0788182352075103,0.0775204978074299,-0.0158068623852269,0.1813706882306622,0.953,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.05,0.0815366642631267,0.0810649322752252,-0.0102343067687242,0.1825671474449134,0.9625,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.1,0.0810828856617417,0.0799912924797825,-0.011100542544989,0.1860591813301285,0.9635,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.25,0.0814671349768467,0.0810124190985519,-0.0144163911916375,0.1828452745867553,0.9585,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.5,0.0804782305784366,0.0777298759693189,-0.0140867542555252,0.1843687874685756,0.954,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,0.75,0.0798523565086461,0.0788014184144828,-0.0134563869200536,0.1882484354414771,0.9545,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
random_matched_control,observed,0.080529155346653,0.0779975499595708,-0.0038516541619697,0.1804381578762671,0.9665,tdc/Solubility_AqSolDB,tdc,regression,rmse,lgbm_advanced,ecfp_rf
clean_reference,0.0,0.4039070522404229,0.4039070522404229,0.4039070522404229,0.4039070522404229,1.0,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
conflict_curve,0.0,0.2022486151229925,-0.1448621490832708,-3.776743417443039,6.540812631271576,0.473,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
conflict_curve,0.05,0.3198398927571106,0.0267600127868529,-4.041563978413808,7.844560361929747,0.505,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
conflict_curve,0.1,0.331400926686707,-0.0793204963815412,-3.964693948989033,6.599899513146022,0.484,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
conflict_curve,0.25,0.4371912212683371,0.1625966209831535,-3.9390659864144775,9.109967440271518,0.534,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
conflict_curve,0.5,-0.0221299654786314,-0.2413209276172079,-1.9893862183184157,6.263939821812921,0.251,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
conflict_curve,0.75,-1.3901624461406394,-1.3649755299351387,-2.884167256853928,0.7001746732687817,0.031,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
conflict_curve,observed,0.3726816108338554,0.0030027319496968,-4.013286748423387,8.806307948081429,0.502,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
leakage_curve,0.0,0.3796356532623483,0.1048522965997005,-1.8159616186011909,4.452004343295232,0.524,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
leakage_curve,0.05,0.3650935190482278,0.119817964817338,-1.920438696437567,4.836763393954843,0.533,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
leakage_curve,0.1,0.3411914515348567,0.0864400543920009,-2.009585781125785,4.723187924311446,0.524,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
leakage_curve,0.25,0.3447576240268008,0.0703956713714295,-1.897494791822556,4.760676885331951,0.512,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
leakage_curve,0.5,0.1358423642821415,-0.0882468393254871,-2.163604078515295,4.6914589774846105,0.461,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
leakage_curve,0.75,0.1287515118739365,-0.0837256008844731,-2.397385664160032,3.928211550573112,0.477,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
leakage_curve,observed,0.3878974814930752,0.0761760839368463,-1.9864169868761248,4.957291970370734,0.526,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
observed_composition,observed,0.1597466256001247,0.1597466256001247,0.1597466256001247,0.1597466256001247,1.0,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
random_matched_control,0.0,0.1466362969171267,-0.0715852675898653,-2.769798709999652,4.27517202527221,0.4895,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
random_matched_control,0.05,0.1778038996841999,-0.1013986550629457,-3.0779050826295373,4.876778451620197,0.474,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
random_matched_control,0.1,0.198005311840497,-0.0619364034427714,-2.827227192203552,4.688435801439151,0.4855,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
random_matched_control,0.25,0.2132060593561238,-0.0377682620719774,-2.859925516131497,4.48489898799539,0.4895,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
random_matched_control,0.5,0.1066044891404969,-0.1590623087956295,-3.244732831152395,4.762131850234565,0.4655,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
random_matched_control,0.75,0.1035550279209046,-0.1718295512154157,-3.3991923137272413,4.772284909488047,0.452,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
random_matched_control,observed,0.1651019298131028,-0.1092286464436318,-3.2904259883488582,4.344590653254184,0.471,tdc/VDss_Lombardo,tdc,regression,rmse,lgbm_basic,ecfp_rf
